path,collection,route,title,description,subtitle,category,pubDate,draft,ai_generated,reviewed,tier,words,last_commit,dirty,parse_error
curriculum/commodore-64/assembly/meet-the-machine/unit-06.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-06/,Colour Is a Separate Map,"Find out where colour lives — a second map at $D800, one byte per cell, completely apart from the characters. Colour a cell with a single byte, and meet the C64's own take on the attribute grid.",,,2026-06-03,,,,,696,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-07.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-07/,"Test, Then Jump","There's no IF on the 6510. Learn how the machine makes decisions instead — compare a value, which sets a flag, then branch on that flag. Build your own IF, and write your first labels.",,,2026-06-03,,,,,775,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-08.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-08/,The Machine Can Hear You,"Read the joystick the honest way — read a port, isolate one bit, branch on it. Push the stick and watch the border react, every pass of the loop. The first time the machine answers to you.",,,2026-06-04,,,,,664,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-09.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-09/,A Finger on the Boxes,"Stop baking the address into every instruction. Meet indexed addressing — X as a finger you slide along the memory street, writing as it goes — the idea behind every loop that fills the screen.",,,2026-06-04,,,,,545,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-10.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-10/,The Counted Loop,"Hand the repetition to the machine. Load a count, run the body, step on, and branch back until you've done them all — one loop fills a whole row where last unit you stepped by hand.",,,2026-06-04,,,,,558,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-11.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-11/,"Call, Return, and a Stack You Can See","Package a job into a subroutine you can call from anywhere — and watch where the machine remembers its way back: the stack, sitting in plain memory you can read.",,,2026-06-04,,,,,700,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-12.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-12/,Adding and Taking Away,"The most ordinary thing of all, finally: maths. adc and sbc on a value — and the carry flag the 6510 makes you mind: clear it before you add, set it before you subtract.",,,2026-06-04,,,,,614,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-13.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-13/,Working With Bits,"Change one bit without disturbing the rest. Meet ora, and and eor — set, clear and flip individual bits — the everyday way to throw a single switch in a byte.",,,2026-06-04,,,,,491,2026-06-08,,
curriculum/commodore-64/assembly/meet-the-machine/unit-14.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-14/,Bigger Than a Byte,"A byte stops at 255 — too small for an address. The 6510 has no 16-bit registers, so you hold a big number as two bytes and add it by hand, low byte first — and the carry flag becomes the bridge between them.",,,2026-06-04,,,,,693,2026-06-09,,
curriculum/commodore-64/assembly/meet-the-machine/unit-15.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-15/,The Machine Speaks Back,"Unit 8 taught the machine to hear you. This one teaches it to answer. The SID is the C64's three-voice synthesiser — set a voice's pitch, its envelope, and the volume, open the gate, and the chip holds the note on its own while your code does nothing.",,,2026-06-09,,,,,644,2026-06-09,,
curriculum/commodore-64/assembly/meet-the-machine/unit-16.mdx,curriculum,/systems/commodore-64/assembly/meet-the-machine/unit-16/,The Machine Trusts You,"The last unit, and the most important. There's no error message, no bounds check, no guard rail — the machine does exactly what you wrote, even when you're wrong. Learn to debug by observing, not by reading errors.",,,2026-06-04,,,,,759,2026-06-09,,
curriculum/commodore-64/assembly/mega-blaster/index.mdx,curriculum,/systems/commodore-64/assembly/mega-blaster/,Mega Blaster,A Turrican-style run'n'gun with multi-directional scrolling and vehicle transformations.,,,,,,,,137,2026-06-30,,
curriculum/commodore-64/assembly/night-raid/index.mdx,curriculum,/systems/commodore-64/assembly/night-raid/,Night Raid,A Scramble-style side-scroller teaching terrain collision and resource management.,,,,,,,,107,2026-06-01,,
curriculum/commodore-64/assembly/platform-panic/index.mdx,curriculum,/systems/commodore-64/assembly/platform-panic/,Platform Panic,"A single-screen platformer teaching gravity, jump physics, and platform collision.",,,,,,,,115,2026-06-01,,
curriculum/commodore-64/assembly/raster-rider/index.mdx,curriculum,/systems/commodore-64/assembly/raster-rider/,Raster Rider,A racing game with pseudo-3D road using advanced raster effects.,,,,,,,,108,2026-06-01,,
curriculum/commodore-64/assembly/sid-symphony/index.mdx,curriculum,/systems/commodore-64/assembly/sid-symphony/,SID Symphony,A music player ticking under a running game — interrupt-driven SID music on the raster IRQ.,,,,,,,,84,2026-06-10,,
curriculum/commodore-64/assembly/starfield/index.mdx,curriculum,/systems/commodore-64/assembly/starfield/,Starfield,"Build a single-screen space shooter from scratch in 6510 assembly — from a blank screen to a commercial-quality C64 game, one technique at a time.",,,,,,,,88,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-01.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-01/,Ship on Screen,"Put a hardware sprite on screen with the VIC-II — the first piece of your first C64 game, built from a blank screen up.",,,2026-02-05,,,,,812,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-02.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-02/,Joystick Movement,"Wrap the ship in a game loop and read the joystick through the CIA chip, so pushing the stick moves the ship — the moment the program becomes a game.",,,2026-02-05,,,,,1042,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-03.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-03/,Screen Edges,Push the ship to the right and it wraps off the screen. Add a ninth X bit and boundary clamping so it reaches the full width and stops cleanly at every edge.,,,2026-02-06,,,,,733,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-04.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-04/,Fire Button Shoots,"Read the fire button and launch a bullet from the ship — then make the shot spawn correctly wherever the ship is, using the ninth X bit from the last unit.",,,2026-02-06,,,,,970,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-05.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-05/,Laser Sound,"Configure a SID voice and gate it on each shot, so firing makes a sharp laser 'pew' — your first taste of the C64's sound hardware.",,,2026-02-06,,,,,1183,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-06.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-06/,Enemy Appears,"Add a third sprite that moves on its own — a green enemy that drifts down the screen and keeps coming, respawning in a new column each time it leaves.",,,2026-02-06,,,,,966,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-07.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-07/,Direct Hit,"Make the bullet and enemy notice each other — software collision by comparing coordinates on both axes, with the unsigned-distance trick and a ninth-bit guard.",,,2026-02-06,,,,,981,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-08.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-08/,Explosion,"Sell the hit — flash the enemy white with a frame-counter freeze, then fire an explosion on the SID's second voice while the laser still rings.",,,2026-02-06,,,,,915,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-09.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-09/,Scoring Points,"Write a score to screen RAM — character output and colour RAM for the readout, then BCD arithmetic and nybble extraction to count each hit.",,,2026-02-06,,,,,811,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-10.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-10/,Enemy Waves,"Turn one enemy into a wave — parallel arrays and indexed addressing drive several enemies from a single loop, with the Y register and a spawn subroutine doing the repetitive work.",,,2026-02-06,,,,,981,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-11.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-11/,Player Death,"Make the ship killable — detect enemy-on-ship collision, freeze the game with a game-over flag, and play a death tone on the SID's third and final voice.",,,2026-02-06,,,,,917,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-12.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-12/,Game Over,"Tell the player it's over and let them try again — print GAME OVER into screen RAM with a text subroutine, then restart the whole game on a press of fire.",,,2026-02-06,,,,,791,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-13.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-13/,Three Lives,"Soften the one-hit ending — give the player three lives, a counter that ticks down on each hit and respawns the ship, with game over held back until the last life is gone.",,,2026-02-06,,,,,725,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-14.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-14/,Life Lost Flash,"Make losing a life fair — a border flash marks each hit and doubles as a short window of invulnerability, so a respawn can't die on the spot.",,,2026-02-06,,,,,853,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-15.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-15/,Starfield,"Fill the empty space — draw a scrolling starfield straight into screen RAM with indirect indexed addressing, then split it into three depths moving at three speeds.",,,2026-02-06,,,,,1022,2026-06-04,,
curriculum/commodore-64/assembly/starfield/unit-16.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-16/,Title Screen,"Turn the program into a finished game — a title screen and a three-state machine (title, playing, game over) that opens, plays, ends, and loops back to the start.",,,2026-02-06,,,,,987,2026-06-12,,
curriculum/commodore-64/assembly/starfield/unit-17.mdx,curriculum,/systems/commodore-64/assembly/starfield/unit-17/,The Curve,"Starfield works; nothing escalates. A wave counter, a speed table and a live fall speed put a difficulty curve in the game; a SID jingle gives the title a voice; and a dwell on both ends of the loop lets the endings land. Then the winnability gate does its work: the turret park — park under the lane, hold fire, never lose — is closed with a real LFSR spawn, full-field 9-bit enemies, and a hunt that leaves no square safe. And finally the game gets a curve worth playing: the swarm grows from three enemies to six over the waves, the hunt tightens late, and a four-digit score can hold a long game.",,,2026-06-12,,,,,4487,2026-07-06,yes,
curriculum/commodore-64/assembly/strata/index.mdx,curriculum,/systems/commodore-64/assembly/strata/,Strata,"An advanced side-scrolling shooter with multi-layer parallax, R-Type/Gradius style.",,,,,,,,132,2026-06-30,,
curriculum/commodore-64/assembly/tumbledown/index.mdx,curriculum,/systems/commodore-64/assembly/tumbledown/,Tumbledown,An isometric adventure game teaching 3D projection and depth sorting.,,,,,,,,138,2026-06-30,,
curriculum/commodore-64/assembly/velocity/index.mdx,curriculum,/systems/commodore-64/assembly/velocity/,Velocity,A horizontal scrolling runner introducing VIC-II hardware scrolling.,,,,,,,,105,2026-06-10,,
curriculum/commodore-64/basic/bleeper/index.mdx,curriculum,/systems/commodore-64/basic/bleeper/,Bleeper,"The C64 plays a tone-and-colour sequence and you repeat it from the keyboard — one panel longer every round. Meet the SID chip as a voice, an array as a growing memory, and GET as the way to read the player's echo and check it, press by press.",,,2026-06-08,,,,,245,2026-09-03,,
curriculum/commodore-64/basic/bleeper/unit-01.mdx,curriculum,/systems/commodore-64/basic/bleeper/unit-01/,Light and Bleep,"Bleeper's whole vocabulary is a panel that lights and sounds at once. Draw a colour block in screen memory, flash it white for a beat, and fire a SID note at the same moment. Colour and sound, locked together — the atom the whole game is built from.",,,2026-06-08,,,,,273,2026-06-08,,
curriculum/commodore-64/basic/bleeper/unit-02.mdx,curriculum,/systems/commodore-64/basic/bleeper/unit-02/,"Four Panels, Four Notes","One panel becomes four — red, cyan, green, yellow — each with its own pitch. The flash-and-tone code moves into a GOSUB routine you call by panel number, so the same six lines light any panel. That reusable routine is the engine of the whole game.",,,2026-06-08,,,,,253,2026-06-08,,
curriculum/commodore-64/basic/bleeper/unit-03.mdx,curriculum,/systems/commodore-64/basic/bleeper/unit-03/,A Sequence from an Array,"A game needs a sequence. Store a list of panels in an array, then walk it with a loop, flashing and bleeping each in turn. The sequence is data now, not code — the machine plays back whatever the array holds.",,,2026-06-08,,,,,255,2026-06-08,,
curriculum/commodore-64/basic/bleeper/unit-04.mdx,curriculum,/systems/commodore-64/basic/bleeper/unit-04/,One More Each Round,"A fixed sequence is a performance; a growing one is a game. Each round, add a random panel to the array and replay the whole thing from the start. The chain lengthens by one every time — the escalation at the heart of Simon.",,,2026-06-08,,,,,292,2026-06-08,,
curriculum/commodore-64/basic/bleeper/unit-05.mdx,curriculum,/systems/commodore-64/basic/bleeper/unit-05/,Your Turn,"Now the player plays. After the sequence, read their echo a key at a time with GET, light the panel they press, and check each one against the array. A right echo wins; a wrong press ends it with a harsh tone. This is the moment Bleeper becomes a game you can lose.",,,2026-06-08,,,,,275,2026-06-08,,
curriculum/commodore-64/basic/bleeper/unit-06.mdx,curriculum,/systems/commodore-64/basic/bleeper/unit-06/,How Far Can You Hold?,"Put it together: rounds that grow, an echo checked each round, a score that's just the length you held, and a key to play again. Number the panels so the player knows the keys. Your finished Bleeper — the SID, an array, and live input as one game.",,,2026-06-08,,,,,357,2026-06-08,,
curriculum/commodore-64/basic/dropzone/index.mdx,curriculum,/systems/commodore-64/basic/dropzone/,Dropzone,"Fly a lander down through gravity and set it on the pad — too fast and you crash, and your fuel is running out. The capstone of Volume 1: a real-time physics game where velocity accumulates in a plain variable, thrust fights gravity, and one clean touchdown is the whole reward.",,,2026-06-08,,,,,246,2026-09-03,,
curriculum/commodore-64/basic/dropzone/unit-01.mdx,curriculum,/systems/commodore-64/basic/dropzone/unit-01/,A Falling Dot,"Every lander game starts with something that falls. Hold an altitude in a variable, increase it each loop, and draw the lander at the row it points to — erase-move-draw, falling on its own whether you act or not. The continuous loop that drives every real-time game.",,,2026-06-08,,,,,278,2026-06-08,,
curriculum/commodore-64/basic/dropzone/unit-02.mdx,curriculum,/systems/commodore-64/basic/dropzone/unit-02/,Gravity Pulls,"A constant fall has no weight. Add velocity as its own variable and let gravity grow it every loop — the lander starts slow and speeds up, just like a real drop. This is the physics at the heart of the game: velocity that accumulates over time.",,,2026-06-08,,,,,277,2026-06-08,,
curriculum/commodore-64/basic/dropzone/unit-03.mdx,curriculum,/systems/commodore-64/basic/dropzone/unit-03/,Thrust Pushes Back,"Gravity has it all its own way — until now. Read a key inside the loop, and when it's pressed, shrink the velocity. Press to slow the fall; release and gravity takes over. Two forces on one variable: the game exists the moment you can fight back.",,,2026-06-08,,,,,285,2026-06-08,,
curriculum/commodore-64/basic/dropzone/unit-04.mdx,curriculum,/systems/commodore-64/basic/dropzone/unit-04/,The Landing Pad,"The lander needs somewhere to come down. Draw a ground line across the foot of the screen and a coloured pad in its middle — the one safe place to land, marked by colour, not a label. Now the descent has a target.",,,2026-06-08,,,,,284,2026-06-08,,
curriculum/commodore-64/basic/dropzone/unit-05.mdx,curriculum,/systems/commodore-64/basic/dropzone/unit-05/,Soft or Hard,"Reaching the pad isn't the same as landing on it. Check the speed at the moment of contact: slow enough is a soft landing, too fast is a crash. Now how you flew the last few rows is the whole game — and each ending gets its own screen.",,,2026-06-08,,,,,312,2026-06-08,,
curriculum/commodore-64/basic/dropzone/unit-06.mdx,curriculum,/systems/commodore-64/basic/dropzone/unit-06/,Fuel — The Squeeze,"Free thrust means braking all the way down. Add a fuel store that each burn spends, shown in the readout — and when it runs dry, the thruster dies and you coast on whatever speed you have. Finite fuel turns the descent into a negotiation. The finished Dropzone, and the end of Volume 1.",,,2026-06-08,,,,,403,2026-06-10,,
curriculum/commodore-64/basic/meet-c64-basic/index.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/,Meet C64 BASIC,"The Commodore 64 BASIC on-ramp. Before you build a game, learn to write, run, edit and debug Commodore BASIC for real — and meet the screen, colour, sound and joystick that, on the C64, you reach by writing straight to the chips.",,,,,,,,433,2026-09-05,,
curriculum/commodore-64/basic/meet-c64-basic/unit-01.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-01/,You Type the Whole Word,"Type your first line of Commodore BASIC, run it, and read what the C64 prints back. Meet the keyboard where you spell each word out — and the type-run loop you'll use all primer.",,,2026-06-07,,,,,686,2026-09-05,,
curriculum/commodore-64/basic/meet-c64-basic/unit-02.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-02/,The Line Number Is an Address,"Edit a program by its line numbers — replace a line by reusing its number, slip a new line into a gap, delete one, and LIST them in order. Then meet the C64's full-screen editor, where you change a line in place.",,,2026-06-07,,,,,722,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-03.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-03/,"PRINT, and Its Punctuation","Give PRINT its punctuation — join with a semicolon, line things up in 10-column zones with a comma — then clear the screen the C64 way, with PRINT CHR$(147), and start the title card you'll grow all primer.",,,2026-06-07,,,,,642,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-04.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-04/,"LET, and the First Two Letters","Give the program a memory: LET names a box that holds a value. Meet the C64's naming rules — strings end in $, and the surprise that only the first two letters of a name count, so CASH and CARD are the same box.",,,2026-06-07,,,,,600,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-05.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-05/,INPUT — the Program Listens,"Let the person at the keyboard fill a variable. INPUT stops the program, prints a prompt and a ?, waits for what's typed, and stores it — text into a $ box, numbers into a plain one.",,,2026-06-07,,,,,465,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-06.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-06/,"IF / THEN, the C64 Way","Let the program decide. IF tests a condition; THEN runs the rest of the line only when it holds. The C64 has no ELSE — so two-way choices are two IFs, one per outcome.",,,2026-06-07,,,,,498,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-07.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-07/,FOR / NEXT Counts For You,"Repeat a thing a fixed number of times without retyping it. FOR sets a counter and its range; NEXT sends the loop round again; STEP changes how the counter moves — even backwards, for a countdown.",,,2026-06-07,,,,,447,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-08.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-08/,"GOTO, GOSUB, and the Game Loop","Jump and repeat. GOTO sends the program to a line; the endless loop is its game-shaped form. GOSUB calls a named job and RETURN comes back. RND picks a secret, and the guessing loop ties it all together.",,,2026-06-07,,,,,613,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-09.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-09/,The Screen Is Memory,"Meet the C64's defining trick: the screen is just memory. POKE a screen code into an address from 1024 onward and a character appears there — no PRINT, no cursor. An address formula puts it anywhere.",,,2026-06-07,,,,,596,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-10.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-10/,Colour Lives Somewhere Else,"Every character cell has a second byte that nobody mentioned yet: its colour, stored in a separate block of memory at 55296. Set the border and background too, and the screen finally has the colours you choose.",,,2026-06-07,,,,,722,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-11.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-11/,The Machine Can Sing,"C64 BASIC has no sound keyword at all — because sound here isn't a word, it's a chip. The SID lives in memory at 54272, and a handful of POKEs give it a note, a voice, and a sound that moves while your program runs.",,,2026-06-07,,,,,736,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-12.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-12/,Reading the Joystick,"Input on the C64 is another PEEK. The joystick port is memory at 56320: read it and each direction is one bit, cleared when the stick is pushed. Decode the bits with AND, and a ball moves under your hand.",,,2026-06-07,,,,,693,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-13.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-13/,A Shape That Moves,"Give a shape a life of its own. The animation loop is erase, move, draw, repeat — and a direction variable you flip at the edges makes a ball bounce. Meet the flicker that sends C64 game-writers to assembly.",,,2026-06-07,,,,,625,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-14.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-14/,Keeping Your Work,"A program lives in RAM and vanishes when the power goes off. The disk drive keeps it: SAVE writes your program to disk, LOAD brings it back, and the directory shows what's there. The save-and-reload cycle every C64 session is built on.",,,2026-06-07,,,,,516,2026-06-07,,
curriculum/commodore-64/basic/meet-c64-basic/unit-15.mdx,curriculum,/systems/commodore-64/basic/meet-c64-basic/unit-15/,When It's Wrong,"The C64's error messages are terse, but each one names the problem and points to the line. SYNTAX ERROR, UNDEF'D STATEMENT, ILLEGAL QUANTITY — read them as directions, not scolding, and you can fix anything you write.",,,2026-06-07,,,,,716,2026-06-07,,
